reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d9f931c8-ee96-422f-8976-53fa35d82c5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Membuka fitur menu beli paket lama sekali, untuk membuka aplikasi lain cepat. Sama pemberitahuan paket tidak update. Info dari pesan tinggal 500 Mb aplikasi masih 11 GB. Sudah clear cache bahkan sampai instal ulang. Untuk jenia perangkat pun tidak tidak ketinggalan amat spesifikasinya. Untuk main game mobile grafik masih kuat. Mohon untuk di benahi kembali.",1,3,8.6.2,2025-02-07 06:26:27,"Hai Kak Lukman, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Edo",2025-02-03 07:22:59,8.6.2
4ff231c8-9d7b-4ac4-a1dd-e148ed3f5ac6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Telkomsel,,mentang2 sedang berjaya,, kuota serba mahal tapi jaringan keterlaluan,apk begitu berat,fungsi apa2 lemot,ga kaya kompetitor sebelah,satset tanpa quota pun masih bisa diakses,sehingga bisa melakukan transaksi kaya mode * # dng dial phone..untung jaringan Indonesia dimonopoli telkm Ama indo...jadi konsumen cuma bisa pasrah.. tambah lagiiii Aplikasi My Telkomsel SUPER LOLA,, masa sebulan kuota ga up to date,mesti cek manual ke 888 ... Parahhhhhh",1,80,8.6.2,2025-01-30 03:26:12,"Maaf banget ya, Kak Eko. Perihal keluhan tarif layanan dan jaringan lemah/gak stabil yang dialami. Yuk segera hubungi Mimin melalui fitur bantuan di DM Instagram @Telkomsel atau kirim email ke cs@telkomsel.com untuk dibantu lebih lanjut. Mimin tunggu ya kak. Makasih :) -Ken",2024-04-22 09:53:45,8.6.2
0e502493-bc68-49d3-9b79-6f84638f4d65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini gimana sih. Tiap Mau beli paket data flash sale tp gk bisa. ""Terjadi kesalahan saat memuat konten"" mulu. Di refresh, clear memory, install ulang sama aja. Pas beli paket ""Terjadi kesalahan saat memuat konten"". Internet ku lancar padahal. Dan waktu/timer flash sale masih berjalan. Tolong perbaiki.",1,42,8.6.2,2025-01-30 00:57:41,Hai Kak Ivan. Mohon maaf untuk ketidaknyamanannya. Untuk kendala gak bisa aktivasi paket Kakak bisa langsung menghubungi kami di DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva . Semoga membantu. :) -Ken,2025-01-30 12:51:56,8.6.2
75d8db2b-a91d-4a48-911f-4167fa6207a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Seharusnya aplikasi ini fungsional , mau di hp apapun dan ram berapapun harus nya lancar , tolong di perbaiki untuk hp ram 4 ke bawah aplikasi ini sangat lambat saat di buka dan terkadang forceclose , aplikasi nya berat banget",1,19,8.6.2,2025-01-31 03:40:30,"Hai Kak Anindira. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala aplikasi MyTelkomsel lambat, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-01-31 09:43:44,8.6.2
ccde1fb7-d40b-4a48-97a5-ade4f7c40287,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin di update makin tidak jelas aplikasi ini. Sudah berat, Menguras penyimpanan, Koneksi internet bagus tapi aplikasi leletnya bukan main. Apa yang kita klik loading nya lama terkadang tidak muncul apa yang diklik, GAJE DEH #AplikasiLelet👎🏻👎🏻👎🏻",1,82,8.6.2,2025-01-25 16:14:29,"Hai Kak Andrians. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Sekar",2025-01-26 02:22:27,8.6.2
30aba210-666c-478a-af26-3a1043750877,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi yg paling lemot yg pernah ku install. bahkan seringkali ga bisa dibuka. Tiap isi kuota wajib install uninstall sampai 10x dulu dong baru bisa dibuka Krn hanya blank layar putih, pernah ditungguin sampai 2 jam tetep lho masih layar putih. Ga cocok sama org sibuk, cocoknya utk org yg banyak waktu utk install uninstall 10x.",1,13,8.6.2,2025-02-02 08:31:10,"Hai Kak Sarah. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala aplikasi MyTelkomsel lambat, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-02-02 08:43:11,8.6.2
aa6b5be3-fd60-436a-aa32-862c1bb662f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dikembalikan seperti awal, mudah masuk tidak ada kendala, cek pulsa/kuota, beli pun gampang. Yg Sekarang tidak berguna (NGESELIN) berat tidak bisa masuk, mungkin berat kebanyakan bug. Nunggu update seperti ini lagi, ini lagi.",1,4,8.6.2,2025-02-03 20:30:35,"Hai Kak Nur, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-02-04 06:15:57,8.6.2
eb8511f3-ad79-4138-b7bc-3868acb7322f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Masih saja sama kasusnya, pembelian pulsa/data berhasil tapi pulsa/datanya tidak bertambah dan sudah beberapa kali tidak ada solusinya..malah rugi harus top up 2x tapi yg masuk cuma 1x, alasannya jaringan dan veronika pun tidak bisa membantu..",1,0,8.6.2,2025-02-08 15:54:29,"Hai Kak Andi, Mohon maaf untuk ketidaknyamanannya, karena kami memerlukan informasi lebih lanjut untuk membantu kakak, silakan hubungi kami di DM Instagram @telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-02-09 06:37:39,8.6.2
83d627be-11df-4468-ae84-8032a6163ced,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru saja aku update 21 Januari 2025 Malah lebih parah dari pada crash, malah ngeclose sendiri apk nya Sering crash, loading lama, menu paket perpanjangan masa aktif ribet nyarinya, jika kartu sering di gunakan atau di isi pkt tidak ada promo baru yang bikin tertarik. Seharusnya semakin sering di isi atau di gunakan berilah promo yang menggiurkan.",3,126,8.6.2,2025-01-21 10:10:09,"Hai, Kak Aldi. Maaf ya jadi gak nyaman. Untuk pertanyaan atau keluhan terkait dengan produk Telkomsel, agar bisa dibantu lebih optimal, tolong hubungi Mimin melalui fitur bantuan diMyTelkomsel, atau kirim email ke cs@telkomsel.co.id, Twitter @Telkomsel, Facebook Messenger 'Telkomsel', atau WhatsApp Telkomsel Virtual Asisten. Makasih :) -Micha",2021-12-31 06:18:10,8.6.2
a30c66e3-d878-4b2d-aa95-ed920b20e2b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kenapa tiap mau buka aplikasinya selalu ga bisa ya, alesan nya ada BUG terus jadi susah buat liat sisa pulsa, apalagi mau aktifin paketnya, mana paketnya mahal, mending lancar, kadang sinyal nya tiba tiba ilang. tolong perbaiki aplikasi dan sinyal yg tiba tiba ilang itu, haduhhhh kecewa...",1,15,8.6.2,2025-02-01 00:18:59,"Hai Kak Mutawakil. Maaf bikin gak nyaman, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, jika masih berkendala bisa coba uninstall aplikasinya lalu download ulang di Google Play Store. Silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. -Sekar",2025-02-01 01:53:21,8.6.2
87f93eb4-79c2-45fd-8e3c-777c76da3a3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong atasi bug nya, pas dibuka selalu force close, saran fitur fitur nya jangan terlalu banyak justru itu yang bikin aplikasi nya tidak stabil/berat, mohon di fix bug nya Edit: trima kasih karna udah di fix bug nya dev, tapi ada satu lagi bug/hal yang menggangu yaitu tiba tiba log out dari akun tanpa di apa apain dan disuruh untuk login ulang, mau ngisi paket jadi ribet gara gara disuruh login ulang, mohon di fix bug nya",3,26,8.6.2,2025-01-26 14:35:29,"Hai Kak Fredick. Mohon maaf untuk ketidaknyamanannya, silakan coba login kembali setelah beberapa saat. Apabila aplikasi MyTelkomsel masih force closed, silakan hubungi kami melalui DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva . Semoga membantu :)-Ken",2025-01-26 12:14:58,8.6.2
719a9664-89ea-49aa-b81a-90a4cbfd21cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sudah sebulan ini ketika dibuka tertulis 2 pilihan: - tutup aplikasi - tunggu Padahal aplikasi selalu terupdate. Sinyalnya buruk. Kalah jauh dg si kuning & si biru. Menara BTS dibenahi, dipelihara. Saya butuh kualitas sinyal yg wajar. Ga butuh WiFi yg selalu Telkomsel tawarkan.",1,9,8.6.2,2025-02-01 07:33:39,"Maaf ya, Kak Ardi. Terkait kendala aplikasi MyTelkomsel. Yuk hubungi mimin untuk dibantu lebih lanjut melalui email cs@telkomsel.com atau Instagram @Telkomsel. Mimin tunggu ya :) -Sekar",2024-07-10 02:59:51,8.6.2
2b4a9ff2-e580-4418-9a16-6edf2f3f562b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semenjak aplikasi sering update malah tambah lemot padahal mau cek kuota atau ke beranda aja malah stuck, akhirnya uninstall dan install ulang lagi. Pengen rasanya beralih ke provider lain sayangnya nomor saya sudah banyak digunakan untuk keperluan yang lain.",1,1,8.6.2,2025-02-07 01:58:56,"Hai Kak Maulana. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Sekar",2025-02-07 02:39:45,8.6.2
f3f4aa15-19a1-4173-836b-c61e13fa9c8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"payah. internet lancar?? stabil?? semuanya marketing. aku hanya ingin bermain game tanpa ada gangguan sinyal, tapi apa yang terjadi??? sinyalmu tidak pernah stabil. dan aku selalu kalah di pertandingan. ""kenapa ga pasang wifi"" duit siapa hah? tolonglah setiap memasuki war besar pasti ada masalah jaringan, dan membuatku kalah. intinya kau tidak kompeten",1,23,8.6.1,2025-01-24 12:22:31,"Hai Kak Masrul. Mohon maaf untuk ketidaknyamanannya, silakan coba restart handphone Kakak. Apabila masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Alma",2024-12-21 06:33:46,8.6.1
79e4dd3c-d23d-4902-9341-5af30cdd388a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Haii kk, untuk aplikasi Telkomsel yg persi lama ada nggak ya, karna lebih bgus yg persi lama ketimbang yg sekarang, yg sekarang kagak jelas, lelet, informasi gak jelas, info sisa kuota gak berubah rubah,sudah di lakukan bebagai upaya, dari menghapus aplikasi, login ulang tapi masalahnya nggak kelar jga, kalau bisa di perbaiki dunk kk.. Masa kalah sama aplikasi sebelah🙏🙏",1,9,8.6.2,2025-01-31 00:26:21,"Hai Kak Wawan, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-02-01 07:25:25,8.6.2
26f90d32-941d-4c0d-96b6-02fba69c0f5c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi provider jaringan terburuk menurut saya, aplikasi nya sering keluar sendiri, loading lama walaupun sudah ganti device sampe HP mahal juga sama aja, jaringan juga tidak terlalu bagus, padahal awal² pake masih lancar dan enak pakai nya tapi belakangan ini malah jadi aneh aplikasi nya banyak bug, dan masalah lainnya, perlu diperbaiki",1,5,8.6.2,2025-02-04 16:02:46,"Hai Kak Josua. Maaf bikin gak nyaman. Terkait tarif paket, silakan akses aplikasi MyTelkomsel untuk mendapatkan lebih banyak pilihan dan penawaran paket datanya ya Kak, untuk kendala internet lambat, silakan coba restart handphone Kakak. Jika masih terdapat kendala silakan hubungi kami di DM Instagram @telkomsel atau chat di tsel.id/chatva. -Sekar",2025-02-05 05:19:45,8.6.2
29fe3754-f29d-4e2e-b0fb-37e092775061,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kirain cuma saya yang mengalami, betapa lemotnya ini aplikasi, hanya sekedar buka dan mau liat update sisa pulsa dan kuota aja lemot banget. Kalian itu uda kaya, perusahaan provider telekomunikasi, masa iya kinerja aplikasinya kayak gini doank, jgn cuma cari cuan doank, tingkatkan pelayanan juga kalau mau bersaing.",1,9,8.6.2,2025-02-01 06:28:31,"Hai Kak Maqqih, Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala, silakan hubungi kami melalui DM Instagram @Telkomsel atau chat di tsel.id/chatva. Semoga membantu. :) -Edo",2025-02-01 07:40:24,8.6.2
e8d87dc6-c117-493d-b4d4-aa4ec97633be,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya lambat, lemot, berat, terlalu banyak fitur tidak berguna seperti game hub, banyak iklan, ukuran aplikasinya mencapai 500MB. Kalau bisa jangan terlalu berat aplikasinya saya pake apk ini cuman cek kuota/pulsa sama beli paket doang udah itu aja. Jadi hapus aja fitur lainnya. Sekian",1,394,8.6.2,2025-01-18 04:38:48,"Hai Kak Satrio. Mohon maaf untuk ketidaknyamanannya ya, silakan coba cara berikut ya Kak:
1. Clear cache aplikasi
2. Force close aplikasi
lalu coba login kembali, apabila masih mengalami kendala aplikasi MyTelkomsel lambat, silakan hubungi kami melalui DM Instagram @Telkomsel atau hubungi kami di tsel.id/chatva. Semoga membantu. :) -Ken",2025-01-18 09:48:23,8.6.2
b568de3f-4091-4388-8b79-1b2b81518fff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kualitas aplikasi ini makin hari makin jelek++ saja. Aplikasi bukan loading berat lg, tp nge freeze. Masak kudu clear data tiap2 kali buka aplikasi ini. Klo clear data bisa normal lg, tp sebentar ngefreeze lg. Gak beres nih aplikasi.",1,209,8.6.2,2025-01-16 15:42:23,"Mohon maaf ya, Kak Oscar. Untuk keluhan sinyal tidak stabil agar dapat mimin bantu lebih lanjut, silakan konfirmasi ke twitter @telkomsel atau Facebook Telkomsel. Makasih :) –Lina",2021-02-09 23:31:05,8.6.2
